user_id,group_name,group,perk
511552,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511554,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511560,Big Spenders,2,1 Night Free (with Flight Booking)
511567,Other Frequent Travelers,6,No Cancellation Fees
511568,Luxury Lovers,5,Free Hotel Meal
511570,Big Spenders,2,1 Night Free (with Flight Booking)
511577,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511578,Big Spenders,2,1 Night Free (with Flight Booking)
511587,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511589,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511608,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511609,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511613,Other Frequent Travelers,6,No Cancellation Fees
511638,Other Frequent Travelers,6,No Cancellation Fees
511665,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511666,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511677,Big Spenders,2,1 Night Free (with Flight Booking)
511680,Other Frequent Travelers,6,No Cancellation Fees
511697,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511712,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511726,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511739,Big Spenders,2,1 Night Free (with Flight Booking)
511757,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511762,Luxury Lovers,5,Free Hotel Meal
511764,Luxury Lovers,5,Free Hotel Meal
511772,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511778,Big Spenders,2,1 Night Free (with Flight Booking)
511783,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511784,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511800,Big Spenders,2,1 Night Free (with Flight Booking)
511803,Big Spenders,2,1 Night Free (with Flight Booking)
511805,Big Spenders,2,1 Night Free (with Flight Booking)
511809,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511811,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511821,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511827,Luxury Lovers,5,Free Hotel Meal
511851,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511859,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511860,Other Frequent Travelers,6,No Cancellation Fees
511862,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511878,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511884,Other Frequent Travelers,6,No Cancellation Fees
511902,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
511910,Luxury Lovers,5,Free Hotel Meal
511916,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511923,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511936,Luxury Lovers,5,Free Hotel Meal
511943,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511977,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
511989,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
511996,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
511998,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512009,Luxury Lovers,5,Free Hotel Meal
512010,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512016,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512024,Luxury Lovers,5,Free Hotel Meal
512028,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512060,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512063,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512069,Big Spenders,2,1 Night Free (with Flight Booking)
512078,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512099,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512103,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512144,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512147,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512148,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512163,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512173,Big Spenders,2,1 Night Free (with Flight Booking)
512190,Luxury Lovers,5,Free Hotel Meal
512193,Luxury Lovers,5,Free Hotel Meal
512197,Luxury Lovers,5,Free Hotel Meal
512201,Big Spenders,2,1 Night Free (with Flight Booking)
512204,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512243,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512249,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512266,Other Frequent Travelers,6,No Cancellation Fees
512271,Big Spenders,2,1 Night Free (with Flight Booking)
512283,Other Frequent Travelers,6,No Cancellation Fees
512289,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512294,Other Frequent Travelers,6,No Cancellation Fees
512295,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512301,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512302,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512303,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512305,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512322,Other Frequent Travelers,6,No Cancellation Fees
512329,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512362,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512377,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512392,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512397,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512402,Luxury Lovers,5,Free Hotel Meal
512416,Luxury Lovers,5,Free Hotel Meal
512418,Big Spenders,2,1 Night Free (with Flight Booking)
512419,Big Spenders,2,1 Night Free (with Flight Booking)
512440,Luxury Lovers,5,Free Hotel Meal
512443,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512447,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512463,Other Frequent Travelers,6,No Cancellation Fees
512495,Big Spenders,2,1 Night Free (with Flight Booking)
512529,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512536,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512552,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512556,Big Spenders,2,1 Night Free (with Flight Booking)
512558,Other Frequent Travelers,6,No Cancellation Fees
512587,Luxury Lovers,5,Free Hotel Meal
512589,Other Frequent Travelers,6,No Cancellation Fees
512596,Other Frequent Travelers,6,No Cancellation Fees
512598,Other Frequent Travelers,6,No Cancellation Fees
512610,Other Frequent Travelers,6,No Cancellation Fees
512623,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512628,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512631,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512655,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512671,Other Frequent Travelers,6,No Cancellation Fees
512677,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512680,Luxury Lovers,5,Free Hotel Meal
512691,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512693,Other Frequent Travelers,6,No Cancellation Fees
512695,Other Frequent Travelers,6,No Cancellation Fees
512696,Luxury Lovers,5,Free Hotel Meal
512704,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512706,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512780,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512786,Big Spenders,2,1 Night Free (with Flight Booking)
512787,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512791,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512801,Big Spenders,2,1 Night Free (with Flight Booking)
512826,Other Frequent Travelers,6,No Cancellation Fees
512831,Luxury Lovers,5,Free Hotel Meal
512835,Big Spenders,2,1 Night Free (with Flight Booking)
512846,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512848,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512880,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
512887,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
512888,Luxury Lovers,5,Free Hotel Meal
512900,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512904,Big Spenders,2,1 Night Free (with Flight Booking)
512922,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512928,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
512943,Luxury Lovers,5,Free Hotel Meal
512945,Luxury Lovers,5,Free Hotel Meal
512974,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
512976,Big Spenders,2,1 Night Free (with Flight Booking)
512984,Other Frequent Travelers,6,No Cancellation Fees
512999,Other Frequent Travelers,6,No Cancellation Fees
513004,Other Frequent Travelers,6,No Cancellation Fees
513005,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513006,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513026,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513030,Other Frequent Travelers,6,No Cancellation Fees
513031,Other Frequent Travelers,6,No Cancellation Fees
513058,Other Frequent Travelers,6,No Cancellation Fees
513089,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513090,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513091,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513093,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513096,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513103,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513126,Big Spenders,2,1 Night Free (with Flight Booking)
513138,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513164,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513206,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513216,Other Frequent Travelers,6,No Cancellation Fees
513220,Big Spenders,2,1 Night Free (with Flight Booking)
513221,Luxury Lovers,5,Free Hotel Meal
513227,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513233,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513236,Big Spenders,2,1 Night Free (with Flight Booking)
513237,Luxury Lovers,5,Free Hotel Meal
513241,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513242,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513259,Big Spenders,2,1 Night Free (with Flight Booking)
513261,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513289,Luxury Lovers,5,Free Hotel Meal
513296,Luxury Lovers,5,Free Hotel Meal
513317,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513322,Luxury Lovers,5,Free Hotel Meal
513338,Other Frequent Travelers,6,No Cancellation Fees
513339,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513345,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513347,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513366,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513381,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513387,Big Spenders,2,1 Night Free (with Flight Booking)
513397,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513402,Luxury Lovers,5,Free Hotel Meal
513408,Big Spenders,2,1 Night Free (with Flight Booking)
513422,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513425,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513438,Big Spenders,2,1 Night Free (with Flight Booking)
513441,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513470,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513495,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513497,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513509,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513543,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513546,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513555,Luxury Lovers,5,Free Hotel Meal
513568,Luxury Lovers,5,Free Hotel Meal
513569,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513582,Luxury Lovers,5,Free Hotel Meal
513602,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513611,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513613,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513620,Luxury Lovers,5,Free Hotel Meal
513625,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513627,Luxury Lovers,5,Free Hotel Meal
513628,Other Frequent Travelers,6,No Cancellation Fees
513638,Big Spenders,2,1 Night Free (with Flight Booking)
513659,Luxury Lovers,5,Free Hotel Meal
513661,Luxury Lovers,5,Free Hotel Meal
513683,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513714,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513721,Other Frequent Travelers,6,No Cancellation Fees
513742,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513761,Big Spenders,2,1 Night Free (with Flight Booking)
513776,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513787,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513791,Big Spenders,2,1 Night Free (with Flight Booking)
513796,Big Spenders,2,1 Night Free (with Flight Booking)
513800,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513807,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
513823,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
513826,Other Frequent Travelers,6,No Cancellation Fees
513844,Luxury Lovers,5,Free Hotel Meal
513853,Other Frequent Travelers,6,No Cancellation Fees
513856,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513860,Other Frequent Travelers,6,No Cancellation Fees
513869,Luxury Lovers,5,Free Hotel Meal
513875,Big Spenders,2,1 Night Free (with Flight Booking)
513917,Big Spenders,2,1 Night Free (with Flight Booking)
513926,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
513933,Other Frequent Travelers,6,No Cancellation Fees
513953,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513956,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
513964,Luxury Lovers,5,Free Hotel Meal
513967,Big Spenders,2,1 Night Free (with Flight Booking)
513995,Luxury Lovers,5,Free Hotel Meal
514002,Big Spenders,2,1 Night Free (with Flight Booking)
514003,Big Spenders,2,1 Night Free (with Flight Booking)
514021,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514023,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514053,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514071,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514076,Luxury Lovers,5,Free Hotel Meal
514113,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514132,Other Frequent Travelers,6,No Cancellation Fees
514133,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514164,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514167,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514206,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514208,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514210,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514215,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514235,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514261,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514275,Other Frequent Travelers,6,No Cancellation Fees
514289,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
514300,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514315,Luxury Lovers,5,Free Hotel Meal
514318,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514324,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514337,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514342,Big Spenders,2,1 Night Free (with Flight Booking)
514344,Big Spenders,2,1 Night Free (with Flight Booking)
514370,Big Spenders,2,1 Night Free (with Flight Booking)
514384,Luxury Lovers,5,Free Hotel Meal
514395,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514457,Big Spenders,2,1 Night Free (with Flight Booking)
514460,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514461,Luxury Lovers,5,Free Hotel Meal
514501,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514503,Luxury Lovers,5,Free Hotel Meal
514515,Luxury Lovers,5,Free Hotel Meal
514526,Big Spenders,2,1 Night Free (with Flight Booking)
514551,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514586,Other Frequent Travelers,6,No Cancellation Fees
514589,Luxury Lovers,5,Free Hotel Meal
514617,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514623,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
514627,Luxury Lovers,5,Free Hotel Meal
514638,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514639,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
514642,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
514660,Other Frequent Travelers,6,No Cancellation Fees
514675,Other Frequent Travelers,6,No Cancellation Fees
514682,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
514684,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
514689,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514737,Other Frequent Travelers,6,No Cancellation Fees
514785,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514810,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514830,Luxury Lovers,5,Free Hotel Meal
514867,Big Spenders,2,1 Night Free (with Flight Booking)
514876,Luxury Lovers,5,Free Hotel Meal
514892,Big Spenders,2,1 Night Free (with Flight Booking)
514893,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514899,Big Spenders,2,1 Night Free (with Flight Booking)
514925,Luxury Lovers,5,Free Hotel Meal
514926,Other Frequent Travelers,6,No Cancellation Fees
514931,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
514944,Luxury Lovers,5,Free Hotel Meal
514951,Luxury Lovers,5,Free Hotel Meal
514953,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
514980,Big Spenders,2,1 Night Free (with Flight Booking)
514981,Other Frequent Travelers,6,No Cancellation Fees
515004,Luxury Lovers,5,Free Hotel Meal
515013,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515020,Other Frequent Travelers,6,No Cancellation Fees
515030,Luxury Lovers,5,Free Hotel Meal
515051,Big Spenders,2,1 Night Free (with Flight Booking)
515058,Other Frequent Travelers,6,No Cancellation Fees
515060,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515085,Luxury Lovers,5,Free Hotel Meal
515103,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515124,Other Frequent Travelers,6,No Cancellation Fees
515131,Big Spenders,2,1 Night Free (with Flight Booking)
515139,Luxury Lovers,5,Free Hotel Meal
515161,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515168,Luxury Lovers,5,Free Hotel Meal
515182,Big Spenders,2,1 Night Free (with Flight Booking)
515198,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515200,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515202,Luxury Lovers,5,Free Hotel Meal
515205,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
515229,Big Spenders,2,1 Night Free (with Flight Booking)
515240,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515243,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515258,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515271,Other Frequent Travelers,6,No Cancellation Fees
515274,Other Frequent Travelers,6,No Cancellation Fees
515306,Luxury Lovers,5,Free Hotel Meal
515330,Other Frequent Travelers,6,No Cancellation Fees
515344,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515398,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515409,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515421,Other Frequent Travelers,6,No Cancellation Fees
515423,Luxury Lovers,5,Free Hotel Meal
515436,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515478,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515490,Other Frequent Travelers,6,No Cancellation Fees
515502,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515514,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
515516,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
515523,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515529,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515530,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
515565,Big Spenders,2,1 Night Free (with Flight Booking)
515578,Big Spenders,2,1 Night Free (with Flight Booking)
515580,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515586,Big Spenders,2,1 Night Free (with Flight Booking)
515610,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515634,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
515639,Big Spenders,2,1 Night Free (with Flight Booking)
515645,Luxury Lovers,5,Free Hotel Meal
515666,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515675,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515684,Big Spenders,2,1 Night Free (with Flight Booking)
515688,Other Frequent Travelers,6,No Cancellation Fees
515694,Big Spenders,2,1 Night Free (with Flight Booking)
515713,Big Spenders,2,1 Night Free (with Flight Booking)
515727,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515735,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515739,Other Frequent Travelers,6,No Cancellation Fees
515751,Big Spenders,2,1 Night Free (with Flight Booking)
515764,Luxury Lovers,5,Free Hotel Meal
515778,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515802,Big Spenders,2,1 Night Free (with Flight Booking)
515818,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515831,Luxury Lovers,5,Free Hotel Meal
515835,Luxury Lovers,5,Free Hotel Meal
515854,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515874,Luxury Lovers,5,Free Hotel Meal
515891,Big Spenders,2,1 Night Free (with Flight Booking)
515901,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515908,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
515941,Luxury Lovers,5,Free Hotel Meal
515947,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
515953,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
515974,Luxury Lovers,5,Free Hotel Meal
515985,Luxury Lovers,5,Free Hotel Meal
516001,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516004,Luxury Lovers,5,Free Hotel Meal
516006,Big Spenders,2,1 Night Free (with Flight Booking)
516039,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516053,Luxury Lovers,5,Free Hotel Meal
516057,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516061,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516076,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516086,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516089,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516092,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516105,Luxury Lovers,5,Free Hotel Meal
516117,Other Frequent Travelers,6,No Cancellation Fees
516118,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516127,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516132,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516144,Luxury Lovers,5,Free Hotel Meal
516150,Luxury Lovers,5,Free Hotel Meal
516152,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516176,Other Frequent Travelers,6,No Cancellation Fees
516177,Other Frequent Travelers,6,No Cancellation Fees
516178,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516211,Other Frequent Travelers,6,No Cancellation Fees
516216,Other Frequent Travelers,6,No Cancellation Fees
516217,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516243,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516246,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516251,Big Spenders,2,1 Night Free (with Flight Booking)
516269,Big Spenders,2,1 Night Free (with Flight Booking)
516273,Luxury Lovers,5,Free Hotel Meal
516282,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516283,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516287,Luxury Lovers,5,Free Hotel Meal
516290,Other Frequent Travelers,6,No Cancellation Fees
516296,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516301,Big Spenders,2,1 Night Free (with Flight Booking)
516340,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516351,Other Frequent Travelers,6,No Cancellation Fees
516368,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516375,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516418,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516420,Luxury Lovers,5,Free Hotel Meal
516433,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516456,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516507,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516516,Luxury Lovers,5,Free Hotel Meal
516528,Big Spenders,2,1 Night Free (with Flight Booking)
516543,Big Spenders,2,1 Night Free (with Flight Booking)
516556,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
516561,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516571,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516578,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516579,Luxury Lovers,5,Free Hotel Meal
516583,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516590,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516593,Big Spenders,2,1 Night Free (with Flight Booking)
516594,Big Spenders,2,1 Night Free (with Flight Booking)
516614,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
516616,Big Spenders,2,1 Night Free (with Flight Booking)
516620,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
516639,Other Frequent Travelers,6,No Cancellation Fees
516647,Other Frequent Travelers,6,No Cancellation Fees
516679,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
516680,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
